country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Norway,0.00461,0.00681,0.00695,0.00889,0.0103,0.0109,0.011,0.0107,0.0102,0.00971,0.0106,0.0111,0.0111,0.0101,0.00958,0.00929,0.00927,0.00731,0.00757,0.00784,0.00824,0.00822,0.00854,0.00908,0.00915,0.00969,0.0113,0.0112,0.0107,0.01
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000029,0.0000028,0.0000027,0.0000026,0.0000025,0.000009,0.0000256,0.0000255,0.0000395,0.0000367,0.0000375,0.0000574,0.0000708,0.000066,0.0000638,0.0000617
Pakistan,0.0302,0.028,0.0143,0.0126,0.00877,0.00972,0.00944,0.00918,0.00892,0.00867,0.0141,0.0151,0.00821,0.00734,0.00824,0.00677,0.00637,0.0121,0.0104,0.00992,0.0106,0.00929,0.00875,0.00845,0.00771,0.00783,0.00664,0.0067,0.00662,0.00656
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000601,0,0.0000563,0.0000567,0.0000568,0.0000567,0,0.0000564,0,0,0
Palestine,0.433,0.442,0.449,0.454,0.457,0.459,0.456,0.456,0.449,0.444,0.443,0.448,0.453,0.461,0.466,0.471,0.475,0.478,0.476,0.476,0.497,0.457,0.458,0.46,0.463,0.465,0.466,0.466,0.467,0.464
Panama,0.000546,0.000362,0.000391,0.000367,0.000362,0.000316,0.00031,0.000218,0.000408,0.000445,0.000433,0.000476,0.0005,0.00045,0.000492,0.00052,0.000545,0.00489,0.00481,0.00473,0.00469,0.00466,0.00462,0.00461,0.00443,0.00436,0.0043,0.000578,0.000603,0.000602
Papua New Guinea,0.00154,0.00129,0.00138,0.00155,0.00167,0.00185,0.00191,0.00151,0.00147,0.00117,0.001,0.000827,0.00081,0.0012,0.0012,0.00154,0.00153,0.00147,0.00143,0.00136,0.00133,0.00125,0.00123,0.0012,0.0012,0.00117,0.00115,0.00119,0.00117,0.00111
Paraguay,0.0000156,0.0000152,0.0000101,0.0000114,0.0000129,0.0000126,0.0000108,0.0000094,0.0000059,0.0000036,0.0000039,0.0000039,0.0000038,0.000005,0.0000072,0.0000086,0.00001,0.0000103,0.0000123,0.0000144,0.0000171,0.0000196,0.0000207,0.0000209,0.0000232,0.0000257,0.0000301,0.0000284,0.0000382,0.000144
Peru,0.0000328,0.0000303,0.0000279,0.0000315,0.0000276,0.0000251,0.0000268,0.0000297,0.0000169,0.0000269,0.000026,0.0000255,0.0000254,0.0000262,0.0000277,0.0000304,0.0000324,0.0000351,0.0000376,0.0000385,0.0000395,0.0000391,0.000038,0.000039,0.0000433,0.0000488,0.0000533,0.0000559,0.0000791,0.0000886
Philippines,0.000321,0.000141,0.000103,0.0000372,0.0000098,0.0000112,0.0000097,0.0000043,0.0000041,0.0000022,0.0000023,0.0000017,0.0000014,0.0000013,0.0000013,0.0000011,0.0000011,0.0000012,0.0000011,0.000001,0.0000026,0.0000013,0.0000015,0.0000018,0.0000022,0.0000026,0.0000039,0.0000046,0.000006,0.0000064
Poland,0,0.0000144,0.0000712,0.0000211,0.0000102,0.0000156,0.0000156,0.0000217,0.0000233,0.0000244,0.0000265,0.000034,0.0000413,0.0000478,0.0000653,0.00012,0.000177,0.000262,0.000333,0.000399,0.000406,0.000414,0.000416,0.000431,0.000413,0.00037,0.000309,0.000321,0.00033,0.000335
Portugal,0.0000876,0.000101,0.000179,0.00006,0.0000247,0.0000246,0.0000304,0.0000314,0.0000332,0.000037,0.0000421,0.0000434,0.0000445,0.0000401,0.000036,0.0000345,0.0000316,0.0000334,0.000038,0.0000367,0.0000362,0.0000386,0.0000459,0.0000571,0.0000671,0.0000823,0.000116,0.000152,0.000208,0.000233
Qatar,0,0,0,0,0,0,0,0,0,0.0000105,0.0000523,0.000109,0.0000718,0.0000675,0.0000611,0.0000532,0.000045,0.0000378,0.000009,0.0000175,0.0000275,0.0000393,0.0000364,0.0000556,0.0000541,0.0000468,0.0000667,0.000069,0.0000683,0.0000717
Romania,0,0.0000278,0.0000222,0.0000503,0.0000506,0.0000084,0.0000118,0.0000283,0.000044,0.0000557,0.0000761,0.0000821,0.000085,0.0000926,0.0000754,0.000096,0.0000781,0.0000835,0.0000766,0.0000518,0.0000499,0.0000494,0.0000624,0.0000879,0.000109,0.00013,0.000147,0.000197,0.000213,0.0002
Russia,0,0,0,0,0,0,0.00167,0.00161,0.000872,0.000545,0.000179,0.000123,0.000103,0.0000685,0.0000129,0.0000106,0.0000099,0.0000116,0.0000243,0.000034,0.0000343,0.0000272,0.0000221,0.000024,0.00163,0.00217,0.00158,0.000866,0.000531,0.000291
Rwanda,0.00324,0.0048,0.00375,0.0442,0.00101,0.00134,0.0042,0.00533,0.0048,0.00458,0.00358,0.00423,0.00366,0.00428,0.00579,0.00511,0.00544,0.00578,0.00578,0.00552,0.00552,0.00537,0.00552,0.00678,0.00666,0.0127,0.0134,0.0143,0.0118,0.0115
Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000154,0,0.0000153,0
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0.00198,0.00166,0.00135,0.000986,0.000707,0.000518,0.000301,0.00028,0.000275,0.000257,0.0116,0.0112,0.0107,0.0104,0.0101,0.00983,0.00956,0.00929,0.0000216,0.0000212,0.0000212,0.0000198,0.0000186,0.0000181,0.0000039,0.0000043,0.0000045,0.0000079,0.0000093
Senegal,0.00772,0.00927,0.00896,0.00887,0.00863,0.00768,0.0073,0.00627,0.00651,0.00225,0.00212,0.00206,0.00201,0.00197,0.00192,0.00187,0.00181,0.00175,0.00277,0.0018,0.00163,0.00158,0.00106,0.00103,0.00101,0.000987,0.000973,0.00095,0.000906,0.000888
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108,0.0108,0.0107,0.00957,0.00819,0.00789,0.00742,0.0064,0.00492,0.00398,0.00412,0.00365,0.00352,0.00301
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000209,0,0,0
Sierra Leone,0.0291,0.00645,0.00135,0.00376,0.00368,0.00109,0.00314,0.003,0.00225,0.00147,0.00143,0.00221,0.0128,0.0118,0.012,0.0106,0.00469,0.00147,0.00128,0.00144,0.0013,0.00123,0.000626,0.00041,0.000196,0.000106,0.0000932,0.0000905,0.0000774,0.0000567
Singapore,0.0000485,0.0000535,0.0000359,0.0000033,0.0000035,0.0000318,0.0000027,0.0000013,0.0000013,0.0000003,0,0.0000005,0.0000005,0.0000002,0.0000002,0.0000007,0.0000002,0.0000022,0.0000021,0.0000014,0.0000014,0.0000006,0.0000006,0.0000006,0.0000005,0,0,0,0,0.0000003
Slovak Republic,0,0,0,0.000284,0.0000296,0.000435,0.000258,0.000138,0.0000786,0.0000821,0.0000846,0.0000874,0.0000822,0.0000767,0.0000757,0.0000682,0.0000459,0.0000517,0.0000587,0.0000742,0.0000853,0.000101,0.000122,0.000129,0.000147,0.000151,0.000182,0.000163,0.000174,0.000179
Slovenia,0,0,0.037,0.0225,0.0146,0.0112,0.00504,0.00258,0.00174,0.0022,0.00142,0.00121,0.000196,0.00104,0.000153,0.000126,0.000127,0.000131,0.000132,0.000142,0.000154,0.0000692,0.0000855,0.000103,0.000124,0.000141,0.000223,0.000285,0.00036,0.000361
Solomon Islands,0,0,0,0,0,0.00557,0.00541,0.00211,0.000537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000051,0.000005,0,0,0,0
Somalia,0.0637,0,0.0000658,0.0000545,0.0000526,0.0000836,0.0000911,0.0000784,0.0000409,0.0000152,0.0000629,0.0000641,0.0000209,0.0000375,0.0000352,0.0000472,0.0000622,0.0000813,0.000162,0.000155,0.000161,0.00017,0.000182,0.000186,0.000203,0.000586,0.000816,0.000998,0.00112,0.00116
South Africa,0,0,0,0.00631,0.00227,0.00245,0.000536,0.000159,0.000192,0.000328,0.000335,0.000408,0.000506,0.000568,0.000585,0.000621,0.000724,0.000748,0.000875,0.00095,0.00113,0.00111,0.00123,0.00123,0.00206,0.0022,0.00162,0.00156,0.00154,0.00152
South Korea,0.0000054,0.0000037,0.0000034,0,0,0.0000001,0.0000001,0.0000001,0,0.0000001,0.0000001,0.0000001,0.0000004,0.0000005,0.0000009,0.0000014,0.000002,0.0000024,0.0000035,0.0000054,0.0000072,0.0000081,0.0000097,0.0000109,0.0000232,0.0000288,0.0000354,0.0000431,0.0000567,0.0000628
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107,0.02,0.0222,0.0235,0.0245,0.0242,0.026,0.0266,0.027
Spain,0.000212,0.000102,0.000102,0.000126,0.000135,0.000147,0.000143,0.000138,0.000148,0.000166,0.000171,0.000165,0.000162,0.000138,0.000131,0.000122,0.000118,0.000113,0.000101,0.0000852,0.0000814,0.0000898,0.0000958,0.0000988,0.000124,0.000138,0.000278,0.000376,0.000438,0.00124
Sri Lanka,0,0.0000009,0.0000012,0.0000011,0.0000007,0.0000009,0.0000008,0.0000014,0.0000016,0.0000011,0.0000009,0.0000009,0.0000015,0.0000016,0.0000032,0.0000054,0.0000082,0.0000092,0.0000135,0.0000125,0.000011,0.0000092,0.0000054,0.000007,0.0000246,0.0000375,0.0000287,0.0000388,0.0000377,0.000049
St. Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000197,0,0,0,0.0000763,0.0000757
St. Lucia,0,0,0,0,0,0,0,0.0000199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000114,0.0000113,0.0000282,0.0000168,0.0000056,0.0000111,0,0.000011,0.0000109
St. Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,0.0512,0.0349,0.0335,0.0331,0.0312,0.028,0.0159,0.0147,0.015,0.0147,0.0152,0.0125,0.0114,0.00469,0.00469,0.00476,0.0062,0.00688,0.00549,0.00551,0.00516,0.00394,0.0042,0.00431,0.00732,0.00796,0.0106,0.0222,0.0258,0.0247
Suriname,0,0,0.000124,0.000117,0.0000896,0,0,0.0000242,0,0,0,0,0,0,0,0,0,0.000002,0.0000019,0.0000019,0.0000019,0,0,0,0,0.0000018,0.0000018,0.0000508,0.0000747,0.0000894
Sweden,0.0128,0.0144,0.0151,0.0186,0.0228,0.0225,0.0216,0.0211,0.0202,0.018,0.0177,0.0165,0.0159,0.0125,0.00816,0.00829,0.00879,0.00819,0.00834,0.00874,0.0088,0.00915,0.00973,0.0119,0.0147,0.0174,0.0234,0.0243,0.0249,0.0253
Switzerland,0.00615,0.00679,0.00764,0.00824,0.0109,0.0119,0.012,0.0118,0.0115,0.0116,0.00807,0.00815,0.00749,0.0069,0.00651,0.0065,0.00651,0.00606,0.00605,0.00599,0.00625,0.00638,0.00634,0.00647,0.00763,0.00884,0.00987,0.011,0.0122,0.0128
Syria,0.0229,0.0231,0.0235,0.0261,0.0263,0.026,0.0254,0.0253,0.0251,0.024,0.0238,0.0238,0.0239,0.024,0.0245,0.025,0.0601,0.0984,0.0759,0.072,0.0703,0.0589,0.0477,0.034,0.0362,0.0323,0.0322,0.0333,0.034,0.0342
Tajikistan,0,0,0.000545,0.0000536,0.000122,0.000107,0.000199,0.000366,0.000603,0.000742,0.00247,0.00243,0.000535,0.000505,0.000275,0.00015,0.000134,0.00016,0.000249,0.000364,0.000416,0.000432,0.000285,0.000254,0.000245,0.000233,0.000315,0.000283,0.000292,0.000407
Tanzania,0.0105,0.0111,0.0108,0.0202,0.0307,0.028,0.0164,0.0183,0.017,0.019,0.0203,0.0188,0.0195,0.0179,0.0161,0.0143,0.0123,0.0107,0.00769,0.00276,0.00246,0.00287,0.00215,0.00211,0.00177,0.00411,0.00531,0.00564,0.00494,0.00417
Thailand,0.00176,0.00154,0.0011,0.00204,0.00171,0.00179,0.0018,0.00278,0.00225,0.00161,0.00167,0.00174,0.00176,0.00184,0.00186,0.00179,0.00202,0.0019,0.0017,0.00157,0.00144,0.00132,0.00125,0.002,0.0019,0.00158,0.00154,0.00151,0.00147,0.0014
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0.0000011,0.0000032,0.0000031,0.000003,0.000003,0.000001,0.0000009,0.0000009,0.0000009,0,0,0,0,0,0,0,0,0
Togo,0.000921,0.000882,0.00085,0.000814,0.003,0.00257,0.00289,0.00283,0.00255,0.00253,0.00248,0.00242,0.00237,0.00233,0.00206,0.00166,0.0011,0.000224,0.00154,0.00136,0.00219,0.00292,0.00348,0.00296,0.00305,0.003,0.00166,0.00161,0.00156,0.00148
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000193,0.0000292,0.0000295,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000168,0.0000251,0.000028,0.0000218,0.0000165,0.0000134,0.0000148,0.0000609,0.0000825,0.0000791,0.000193,0.000565,0.00166
Tunisia,0.0000036,0.0000154,0.0000129,0.0000113,0.0000021,0.0000218,0.000019,0.0000539,0.0000555,0.0000472,0.0000449,0.0000099,0.0000103,0.00001,0.000009,0.0000086,0.0000091,0.0000098,0.000009,0.0000087,0.0000084,0.000381,0.000132,0.0000666,0.0000814,0.0000595,0.0000574,0.0000613,0.0000922,0.000149
Turkey,0.000519,0.000556,0.000511,0.000411,0.000433,0.00022,0.000137,0.0000405,0.0000412,0.0000452,0.0000491,0.0000541,0.0000507,0.0000377,0.0000453,0.0000353,0.0000383,0.0001,0.000158,0.000145,0.000139,0.000197,0.00358,0.00803,0.0206,0.0324,0.0359,0.0429,0.0447,0.0429
Turkmenistan,0,0,0,0.00384,0.00374,0.00554,0.00363,0.00362,0.00331,0.00413,0.00314,0.00307,0.00297,0.0029,0.00282,0.00252,0.000156,0.0000257,0.000016,0.000012,0.0000122,0.0000114,0.0000087,0.0000084,0.0000064,0.0000047,0.0000048,0.0000038,0.0000038,0.0000037
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0.0084,0.00905,0.0106,0.0149,0.0145,0.0112,0.0126,0.00871,0.00918,0.00951,0.01,0.00819,0.00863,0.00889,0.00934,0.00929,0.00952,0.00776,0.00533,0.00405,0.00419,0.00417,0.00573,0.00618,0.0104,0.0125,0.0237,0.0328,0.0273,0.0307
Ukraine,0,0,0,0,0.000101,0.000102,0.000071,0.0000909,0.000123,0.0000547,0.0000604,0.0000616,0.0000618,0.0000605,0.0000521,0.00005,0.0000488,0.000157,0.000156,0.000159,0.000066,0.0000696,0.0000618,0.0000655,0.0000714,0.0000729,0.0000738,0.0000722,0.0000592,0.0000494
United Arab Emirates,0,0,0,0.000199,0.000166,0.000169,0.000183,0.000194,0.000188,0.000169,0.000179,0.000168,0.0000469,0.0000431,0.0000258,0.0000227,0.0000328,0.0000258,0.0000295,0.0000352,0.0000629,0.0000757,0.000069,0.0000656,0.0000453,0.0000716,0.0000956,0.0000921,0.000121,0.000128
United Kingdom,0.000764,0.000757,0.00113,0.00139,0.00147,0.00157,0.0017,0.00185,0.00208,0.00254,0.00316,0.00395,0.00439,0.00464,0.00499,0.00503,0.00496,0.00488,0.0047,0.00429,0.00375,0.00302,0.00232,0.00194,0.00179,0.00187,0.00179,0.00182,0.00189,0.00197
United States,0.00184,0.00202,0.00226,0.0024,0.00241,0.00235,0.00226,0.00208,0.00194,0.00187,0.0018,0.00181,0.00169,0.00156,0.00144,0.00129,0.00283,0.000935,0.000921,0.000899,0.000856,0.00085,0.000834,0.000833,0.000838,0.000851,0.000845,0.000883,0.000958,0.00104
Uruguay,0.000028,0.0000259,0.0000285,0.0000434,0.0000353,0.0000409,0.0000425,0.0000407,0.0000495,0.0000263,0.0000238,0.0000271,0.0000298,0.0000274,0.0000292,0.0000364,0.0000376,0.000042,0.0000434,0.0000502,0.0000563,0.0000516,0.0000536,0.0000599,0.00008,0.0000882,0.0000911,0.0000885,0.000113,0.000149
Uzbekistan,0,0,0,0.000366,0.000358,0.000115,0.000125,0.000134,0.0000446,0.0000415,0.00155,0.00158,0.00177,0.00174,0.0017,0.00166,0.0000528,0.0000387,0.0000297,0.0000198,0.0000109,0.0000074,0.000006,0.0000047,0.0000041,0.0000035,0.0000009,0.0000006,0.0000004,0.0000004
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000046,0.0000134,0.0000174,0.0000169,0,0.000008,0.0000078,0,0,0,0,0,0
Venezuela,0.0000891,0.0000856,0.0000968,0.000106,0.000101,0.0000735,0.0000713,0.0000132,0.0000068,0.0000079,0.0000055,0.0000024,0.0000023,0.0000023,0.0000094,0.0000154,0.0000268,0.00737,0.00728,0.00718,0.00709,0.00699,0.00694,0.00686,0.00578,0.00578,0.00576,0.00418,0.00233,0.00238
Vietnam,0.000311,0.00029,0.000229,0.0000703,0.0000679,0.000459,0.000452,0.000194,0.000192,0.00019,0.000199,0.000198,0.000196,0.000187,0.0000284,0.0000281,0.0000279,0.0000276,0.0000273,0.0000271,0.0000219,0.0000111,0,0,0,0,0,0,0,0
Yemen,0.000251,0.00244,0.00461,0.00399,0.00338,0.00358,0.00346,0.00256,0.00373,0.00357,0.00348,0.00388,0.00449,0.00326,0.0034,0.00407,0.00463,0.00551,0.0064,0.00759,0.00821,0.00902,0.00969,0.0096,0.00998,0.0101,0.00993,0.00973,0.00928,0.00921
Zambia,0.0172,0.0171,0.0168,0.0163,0.0159,0.0143,0.014,0.0172,0.0171,0.0204,0.0241,0.0266,0.0225,0.0201,0.0151,0.0131,0.00988,0.00903,0.0065,0.0043,0.00352,0.00325,0.00177,0.00158,0.00166,0.00167,0.00179,0.00245,0.00287,0.00322
Zimbabwe,0.0183,0.0185,0.0218,0.00906,0.000195,0.000045,0.0000516,0.0000692,0.000141,0.000175,0.000347,0.00073,0.000789,0.00106,0.000573,0.00115,0.00029,0.000325,0.00028,0.000319,0.000349,0.000354,0.000332,0.000479,0.000447,0.000503,0.000529,0.000531,0.00054,0.000612
